comments	contain_gender_bias	bias	hate	comments_clean
~내나이 쉰네살인데 순간순간 옛기억이 떠오를때 부끄러워 나혼자 몸이 오그라들때가 있는데 ~공배우님도 그런 느낌 아닌까요~	False	none	none	나이 순간순간 기억 떠오르 때 혼자 몸 오그라들 때 있 공 배우 느낌 까
~한ㅅ희 나오고 나서 전혀 독특해 보이지 않음 그리고 설리가 잘못한것도 없고ㅡㅡ	False	none	none	희 나오 전혀 독특 보이 설리 잘못 없
‘그’ 성별 72% 산이를 향한 피의 쉴드 오지네. ㄷㄷ	True	gender	offensive	성별 산 향하 피 쉴드 오지
‘노무현’하지 않은게 다행이네요	False	none	hate	노무현 다행
● 꼰대들 특징: 나 때는 말이야~ 누가 뭐라고 괴롭히든 다 참고 버티고 다녔어~ 그만한 일로 그러냐ㅉㅉ 약해빠져가지구 ㅉㅉ 원래 사회 생활이 그래~~	False	others	offensive	꼰대 특징 나 때 말 괴롭히 다 참 버티 다니 하 일 그러 약하 원래 사회 생활
●그러고보면 홍상수 김민희는 진짜 예쁜사랑 하는거였구나●	False	none	none	그러 홍상수 김민희 진짜 예쁘 사랑 하
★속보★!!!! ㅈ됐다~~!!!! 국민가수 조용필도 빨갱이다~~ 마!! 조용필이 저거 고향이 으데고?? 전라도 아이라 카이??	False	others	hate	속보 국민 가수 조용필 빨갱이 조용필 고향 으데고 전라도 아이 라 카이
★정용화 오빠가 죄인이면 김연아, 박지성도 죄인이다. 오빠 군대 잘 다녀오세요	False	others	offensive	정용화 오빠 죄인 김연아 박지성 죄인 오빠 군대 잘 다녀오
♥기사에서 윤총경, 승리 다 전라도 동향으로 서로 술먹고, 골프하고 승리외 운영술집 영업정지외 계속 봐주고 . 태어나지 말고 분리되어야할 절라도♥	False	others	hate	기사 윤 총경 승리 전라도 동향 서로 술 먹 골프 승리 운영 술집 영업 정지 계속 보 태어나 분리 절
♨ 그래도 반성 한거 같은데 그냥 넘어가든가 ..	False	none	none	반성 하 같 그냥 넘어가
♨ 시즌2 원하는 사람 아무도 없다.	False	none	offensive	시즌 사람 없
♨ 충격 ! 결국 하나경이 맞았네. 강은비 그렇게 안봤는데 ..	False	none	offensive	충격 결국 하나경 맞 강 비 그렇게 안 보
ㄱㅣ사 쓸게 없구나 이딴게 기사에 나오고 봐야하다니...	False	none	offensive	사 쓰 없 기사 나오 보
ㄴㅏ경원 미모 봐라. 실화냐?	False	none	none	경원 미모 보 실화
ㄴ와 약쟁이 ^^	False	others	hate	와 약
ㄹㅇ 관종....	False	none	offensive	관 종
ㅁㅊ 약쟁이 슬슬 기어나오시구요~	False	others	hate	약 슬슬 기 나오
ㅅㄹ가 쏘아올린 핵폭발	False	none	offensive	쏘 올리 핵폭발
ㅅㅂ 더럽게 메갈어로 제목뽑는거 봐라	True	gender	hate	메 갈 제목 보
ㅅㅂ 모르고저런거지 알고 저랬겠냐 꼰대 새키들 드럽게 말많네 ㅋㅋㅋ	False	others	hate	모르 알 꼰대 새 키 말 많
ㅅㅅ 한게 자랑? ㅈㅅ로 그것도	True	gender	hate	하 자랑 로
ㅅㅅ는 언제 하셨나요?	False	none	hate	언제 하
ㅅ궁합이 안맞았나보다ㅠ	True	gender	offensive	궁합 안 맞
ㅆㄹㄱ와 같은 한남들 말 무시하셔요^~~^우리 팜므파탈 나래씨^~^♡♡	True	gender	hate	와 같 한 남 말 무시 팜므 파탈 나래
ㅆ성과들과 비교가 안되는 자연미 너무 좋다.거의 이영애배우급 미모.	False	others	hate	성과 비교 안 되 자연 미 너무 좋 거의 이영애 배우 급 미모
ㅇㄴ 씨뱅 마약한것도 성추행한것도 아닌데 무안줫다고 존ㄴ 지ㄹㅏㄹ하네ㅋㅋㅋㅋㅋㅋㅋ 여자연예인이 감히 생글거리지 않았다고 기사 헤드라인까지 비꼬기시전	True	gender	hate	뱅 마약 성추행 무안 주 조 지 하네 여자 연예인 감히 생글거리 기사 헤드라인 비꼬 전
ㅇㄴㅇ 맴버중 한명은 친할법한데 ..ㅇㅅㅇ 라던지... 무슨일이 있었던거냐	False	none	none	맴버 친하 일 있
ㅇㅅㅇ 여자들은 싫어합니다	True	gender	offensive	여자 싫어하
ㅇㅇ아프던 말던 뭔상관 비호감인건 변함없노ㅋㅋ	False	none	offensive	아프 말 상관 호감 변함없
ㅇㅏ직 폐지 안했나.	False	none	offensive	직 폐지 안 하
ㅇㅣ아즘마는 조용히 살고 싶다면서 왜 자꾸 기어나와? 돈도 많이벌었다고 예능에서 깝치더만.진심 관종임?	True	gender	hate	아즘마 조용히 살 왜 자꾸 기어나오 돈 많이 벌 예능 깝치더 진심 관 종
ㅇ정보부에서 조사하나봐요 .. 승리 곧 자살하겠네 아니..경찰이 질소넣고 자살했다고 하겠네..	False	others	hate	정보부 조사 승리 곧 자살 경찰 질소 넣 자살 하
ㅈ 라인이 너무 이쁘다	False	none	hate	라인 너무 이쁘
ㅈㄴ 작위적인느낌	False	none	none	작위 느낌
ㅈㄹ병들 사기를치던 절도를하던 깜방서 있어봐라 하루라도 빨리 나오고 싶은게 인간에 본성이다죄는미워하고 사람은 똑같다	False	others	hate	병 사기 치 절도 하 까 방 서 하루 빨리 나오 인간 본성 다 죄 미워하 사람 똑같
ㅈㄹ염병..ㅋㅋ재산이 1조인데 천억안내고 머리굴리다가 꼬시고 오지다	False	none	none	염병 재산 안 내 머리 굴리 꼬시 오지
ㅈㄹ옘병하고있네...프로그램 끝나면 끝나버리는 연애따위...이젠 안믿는다...ㅋㅋㅋㅋㅋ	False	none	offensive	옘병 하 프로그램 끝나 끝나 연애 이제 안
ㅈㅇ과 이별한 아별	False	none	hate	이별 별
ㅉㅉ 아빠 없이 무슨.... 친가 뿌리와 족보는 제대로 알려주고 키울지 걱정이구먼	False	others	hate	아빠 없이 친가 뿌리 족보 제대로 알리 키우 걱정
ㅉㅉ 하여간 지가망하면 남탓하고보는 한국사람들은 이래서 안돼 한국은 평생후진국이다대표적인 예로 문재앙	False	others	hate	하여간 망하 남 탓 보 한국 사람 안 되 한국 평생 후진국 대표 예 문 재앙
ㅉㅉㅉ 개인이 여행간걸 머라고 하는게 아니잖아.. 굳이 지금 이렇게 예민한 시기에 SNS 에 올린게 문제인거지!	False	none	offensive	개인 여행 가 하 굳이 지금 예민 시기 SNS 올리 문제
ㅉㅉㅉ 서로 원하는거 충전 얼마나 갈지	False	none	none	서로 원하 충전 얼마나 가
ㅊㅈ만나고나서 많이 바뀌긴했짘ㅋㅋㅋㅋㅋ	False	none	none	만나 많이 바뀌
ㅋ 난 키 210km	False	none	offensive	키 km
ㅋㅋ 3주는 왠만하면 병원에서 스티커 발부해준다.	False	others	offensive	하 병원 스티커 발부
ㅋㅋ 더럽다 진짜 ㅋㅋ	False	none	offensive	진짜
ㅋㅋ 문재앙 이제 하다하다 박명수 한테도 욕먹네 ㅋㅋㅋ	False	none	hate	문 재앙 이제 하 하 박명수 욕먹
ㅋㅋ 시로마 미루 안된거 부터 ㅆ 주작이었다	False	none	offensive	시로마 미루 안 되 주작
ㅋㅋ 시선강x 싫다는 언냐들 왜 설리는 싫어하냐 ;; ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	True	gender	hate	시선 강 x 싫 언냐 왜 설리 싫
ㅋㅋ 역시 1화 방영후 말들이 많네 참고로 미스터션샤인도 1화 나오고 재미없다느니 이해가 안간다느니 말이 많았는데ㅋㅋㅋ 적어도 4회분량 까진 보고 말하자	False	none	none	역시 방영 후 말 많 참고 미스터 션샤인 나오 재미없 이해 안 가 말 많 적어도 분량 보 말
ㅋㅋ 오빠들 나 이제 스브스 아나 됐는데 내 친구가 나 까요 나 좀 도와줘요? 뭐 이런거? 너나 너 친구나 도긴개긴일세.넌 이제 신입이지 누구같이 스타 아나도 아니다 ㅋㅋ	False	others	offensive	오빠 이제 스브스 알 되 친구 까 좀 친구 도긴개긴 이제 신입 스타 아나
ㅋㅋ 이형 한번에 두명 먹었네 ㅋㅋ같이좀먹자	True	gender	hate	이형 먹 같이 좀 먹
ㅋㅋ 작가 소설과 연기자들 연기에 놀아나는꼴이 개꿀쟁이네	False	none	none	작가 소설 연기자 연기 놀아나 꼴 개 꿀
ㅋㅋ 첫 열애 기사 떴을 때 베뎃 전부 다 단톡방 내용이었는데 글쓴 애들 쫄리겠네ㅋㅋ 제발 선처 해주지 않았으면 좋겠다	False	none	none	열애 기사 뜨 때 베뎃 전부 다 단톡방 내용 글 쓰 애 쫄 제발 선처 하 좋
ㅋㅋㅋ 14키로 뺄게 아니라.. 0하나 더 붙여서 140키로 빼야 하지 않음?? 보통 저런 몸은 임신도 힘들고..임신해도..차이가 없어 모르던데..출산까지 ㅋㅋㅋ 암튼 행복하게 잘 서시길~~~	True	gender	hate	빼 더 붙이 빼 보통 몸 임신 힘들 임신 차이 없 모르 출산 암튼 행복 잘 서
ㅋㅋㅋ 2018년도 재미지네~~결국 진흙탕속으로~ ㅋㅋㅋ	False	none	none	재미 지네 결국 진흙탕 속
ㅋㅋㅋ 41살에20살이랑결혼한다데니 김새론영입하누 영계킬러ㅋㅋㅋ 사촌형 ㅇㅈㄹㅋㅋ후전드냐ㅋㅋ	False	others	hate	결혼 하 김새론 영입 영계 킬러 사촌 형 후전드냐
ㅋㅋㅋ 가정적인 모습 보여주려고 애쓴다 애써사람 그렇게 쉽게 안변한다ㅋㅋㅋ쇼인도 부부 많던데~연기자부부니 알아서들 연기는 잘 할 듯~?	False	none	offensive	가정 모습 보이 애쓰 애쓰 사람 안 변하 쇼 부부 많 연기자 부부 알 연기 잘 하
ㅋㅋㅋ 강다니엘 빠순이들 많네~ 뭔가있었겠지.있었으니까 저난리피웠겠지.맹목적으로만 쳐보질말고 실체를봐라.쉴드칠게 따로있는거야 빠순이들아	True	gender	hate	강 다니엘 빠 순 많 있 난리 피우 맹목 치 실체 보 쉴드 치 따로 있 빠 순
ㅋㅋㅋ 개꼬시다	False	none	offensive	개 꼬시
ㅋㅋㅋ 그냥 빼도 못생긴건 여전한데 뭐라는거야 자기들끼리 훈훈거려 ㅌㅋㅋ	False	none	hate	그냥 빼 못생기 여전 하 훈훈
ㅋㅋㅋ 그럼 사기쳤어요 하겠냐 공소시효 다 끝난 마당에?	False	none	offensive	사기 치 하 공소 시효 다 끝나
ㅋㅋㅋ 드라마 ㅆ노잼.좀비들 퀄리티 무엇?ㅋㅋㅋ 다신안본다.	False	none	none	드라마 노 잼 좀비 퀄리티 다시 안 보
ㅋㅋㅋ 보기힘들어 방송활동접었다며편하게 얼굴보고 밥먹자는건 뭐임?ㅋㅋ	False	none	offensive	보 힘들 방송 활동 편하 얼굴 보 밥 먹
ㅋㅋㅋ 생각이라는 걸 하고 산다면...ㅋㅋㅋㅋ	False	none	offensive	생각 하 살
ㅋㅋㅋ 저런것도 정신병임. 정신과상담받으세요	False	none	hate	정신병 정신과 상담
ㅋㅋㅋ 젝키 계약한 yg 같은 꼴인가? 과연 합류 이후에 결말이 어떨지 궁금하네	False	others	offensive	젝키 계약 yg 같 꼴 과연 합류 이후 결말 궁금하
ㅋㅋㅋ 츄 ㅋㅋㅋ 짠내투어에서 봤다 ㅋㅋㅋㅋㅋ 정말 해맑드라 ㅋㅋㅋㅋㅋㅋㅋㅋ	False	none	none	츄 짜 내 투어 정말 해맑
ㅋㅋㅋ 한국에서 더러운 불체자 태국넘들 개많은데 그 쉐리들도 일단 깜방보내자ㅋㅋㅋ	False	others	hate	한국 불 체 태국 넘 들 개 많 쉐리 일단 까 방 보내
ㅋㅋㅋㅋ 여자들 또 우르르 몰려와서 여자까지 시작하네 ㅋㅋㅋ 진짜 과학은 틀리지 않는다	True	gender	offensive	여자 또 우르르 몰려오 여자 시작 진짜 과학 틀리
ㅋㅋㅋㅋ 축구랑 타이밍 겹쳐서 네이버 1위먹네 ㅋㅋㅋ댓글은 축구랑 백배차이인데	False	others	offensive	축구 타이밍 겹치 네이버 먹 댓글 축구 배 차이
ㅋㅋㅋㅋㅅㆍㅂ머야 결혼도안하고 그염병하며 티비나왔던거? 결혼안하고 헤어졋으면 대박코미디엇네ㅋㅋ	False	none	offensive	결혼 안 하 염병 하 티비 나오 결혼 안 하 헤어지 대박 코미디
ㅋㅋㅋㅋㅋ 개그맨 하셔도 되겠습니다 올해 들은 개그중 최고로 웃겼습니다	False	none	none	개그맨 하 되 올해 개그 최고 웃기
ㅋㅋㅋㅋㅋ 다 알고있지 .. 이제 러브라인은 누구로하지??? 김종국 전소민우로 하자 ㅋㅋㅋㅋㅋㅋㅋㅋ 광수야 헤어지면 다시 러브라인만들어줄게 ㅋㅋㅋ 나혼자산다 전현무 한혜진 처럼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다시 돌아와	False	none	none	다 알 이제 러브 라인 하 김종국 소 민 우 하 광수 헤어지 다시 러브 라인 만들 혼자 살 전현무 한혜진 다시 돌아오
ㅋㅋㅋㅋㅋ 정존물 ㅋㅋㅋㅋㅋ	False	none	hate	정조 물
ㅋㅋㅋㅋㅋ 티비조선 천사네 ㅋㅋ 50퍼센트 가져가도 되는데 25퍼센트면 혜자지	False	none	none	티비 조선 천사 퍼센트 가져가 되 혜자
ㅋㅋㅋㅋㅋ 현아 니는 섹시한거 진짜 싫다며? 근데 맨날 하는건 섹시한 옷, 표정, 춤!	True	gender	offensive	현 섹시 진짜 싫 맨날 하 섹시 옷 표정 춤
ㅋㅋㅋㅋㅋㅋ 욕하는분들 평생 욕 안해보고 사신분?별게 다 불편해~~~~	False	none	offensive	욕하 평생 욕 안 하 사 다 불편
ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ 사기꾼 자식이었어 ㅋㅋㅋㅋㅋ	False	others	offensive	사기꾼 자식
ㅋㅋㅋㅋㅋㅋㅋㅋ 그 대통령은 느긋하게 휴가나 즐기고 있네 ㅋㅋ	False	none	offensive	대통령 느긋 휴가 즐기
ㅋㅋㅋㅋㅋㅋㅋㅋ 면허증 개같이땄넼ㅋㅋㅋㅋㅋㅋㅋ	False	none	hate	면허증 개 따
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 앞으로 여차하면 한서희를 정신병자로 만들수도 있다는 말로 들린다... 더러븐 yg,,, 제발 상장폐지 되기를...	False	others	hate	앞 여차하면 한서희 정신병자 만들 있 말 들리 yg 제발 상장 폐지 되
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ열폭들 한다고 난리났다 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	False	none	offensive	폭 하 난리 나 진짜
ㅋㅋㅋㅋㅋㅋㅋㅋ정말 다 짱	False	none	none	정말 다 짱
ㅋㅋㅋㅋㅋㅋㅋ남욕하기전에 늬들 집구석이랑 인성부터 뒤돌아보고 댓글써라 아 그리고 전신거울도ㅇㅇ	False	others	hate	남 욕 전 집구석 인성 뒤돌아보 댓글 쓰 전신 거울
ㅋㅋㅋㅋㅋㅋㅋ애초에 여자들이 왜욕하는데? 성상품화때문아님? 저 기사 댓글에 한남새 기들 성희롱 오지는데 그딴 스 레기짓만 안해도 성상품화한다고 욕먹지 않음 한남들 지들 때문에 욕먹는건 모르고 좋다고 성희롱 오지네	True	gender	hate	애초 여자 왜 욕하 성 상품 기사 댓글 한남 기 성 희롱 오 스 레 기 짓 안 하 성 상품 욕먹 남 욕먹 모르 좋 성희롱 오지
ㅋㅋㅋㅋㅋㅋ마 서빙은 누가하노 정신차리고 퍼뜩온나	False	none	none	마 서빙 하 정신 차리 퍼뜩 오
ㅋㅋㅋㅋㅋ아이고 핫하긴핫하네. 기사마다 악플달러 달려오니...	False	none	offensive	핫 핫하 기사 악플 달 달려오
ㅋㅋㅋㅋ게이인줄 ㅋㅋㅋ옷이랑 화장좀봨ㅋㅋㅋㅋ	True	gender	hate	게이 옷 화장 좀 보
ㅋㅋㅋㅋ당당하게가 아니라 막나가는거지	False	none	none	당당 막 나가
ㅋㅋㅋㅋ또 신고하겟다는 기사올라오겟네 ㅋㅋㅋㅋㅋ법적대응한다고 ㅋㅋㅋㅋ	False	none	none	또 신고 기사 오르 오 법 대응
ㅋㅋㅋㅋ아니 뭐 그럼 딸이랑 인연 끊고 살리?ㅋㅋㅋ 김치녀들 진짜 별거 가지고 다 욕하네 ㅋㅋㅋ 세계원정성매매1위 김치녀	True	gender	hate	딸 인연 끊 살 김치 녀 진짜 별거 가지 다 욕하 세계 원정 성매매 김치 녀
ㅋㅋㅋㅋ재미로 사람인생을 조지려 햇다는거내.... ㅋㅋㅋ법이 이따구로 벌금 맥이고 끝내니깐 재미로 저러지....남의 인생 조지려 햇던 저분들 인생 조져 주새요....	False	others	hate	재미 사람 인생 조지 내 법 이따 구 벌금 맥이 끝내 재미 저러 남 인생 조지 인생 조지 새
ㅋㅋㅋㅋ차예련이 딱히 악플 먹을 연예인이 아닌데 난 도 뭐라고,,차예련이 잘 못 했 네 글타고 사과할 건더기는 아니고 그냥 이해하고 넘기자. 아줌마는 건들면 안돼요. 근데 그냥 좀 웃긴다.	True	gender	offensive	차예련 딱히 악플 먹 연예인 하 차예련 잘 못 글 타 사과 건더기 그냥 이해 넘기 아줌마 건들 안 되 그냥 좀 웃기
